Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-11-15 04-PM,BTCUSD,5456.14,5456.74,5413.16,5424.16,213.75,1160455.58
2018-11-15 03-PM,BTCUSD,5200,5500,5199.8,5456.14,2527.6,13597978.53
2018-11-15 02-PM,BTCUSD,5401.07,5403.42,5199.8,5200,1885.36,9970443.11
2018-11-15 01-PM,BTCUSD,5394.94,5422.65,5378.01,5401.07,480.46,2593774.83
2018-11-15 12-PM,BTCUSD,5403.17,5451.42,5371.35,5394.94,594.39,3220167.58
2018-11-15 11-AM,BTCUSD,5387.26,5436.95,5349.45,5403.17,787.7,4253409.19
2018-11-15 10-AM,BTCUSD,5556.86,5567.56,5344.6,5387.26,2058.08,11128205.92
2018-11-15 09-AM,BTCUSD,5534.01,5575,5526.13,5556.86,283.17,1572150.69
2018-11-15 08-AM,BTCUSD,5560.59,5585,5521.03,5534.01,426.35,2370473.96
2018-11-15 07-AM,BTCUSD,5533.3,5575,5533.01,5560.59,333.21,1851320.33
2018-11-15 06-AM,BTCUSD,5554.92,5564.99,5499.02,5533.3,460.84,2546384.95
2018-11-15 05-AM,BTCUSD,5543.57,5565.46,5522,5554.92,680.89,3773644.34
2018-11-15 04-AM,BTCUSD,5560.78,5560.78,5466.06,5543.57,743.02,4096759.6
2018-11-15 03-AM,BTCUSD,5527.75,5574.96,5527.75,5560.78,742.13,4120035.6
2018-11-15 02-AM,BTCUSD,5591.08,5591.08,5484.4,5527.75,921.56,5103789.54
2018-11-15 01-AM,BTCUSD,5574.2,5613.25,5552.46,5591.08,593.66,3311694.23
2018-11-15 12-AM,BTCUSD,5595.91,5641,5555.5,5574.2,1288.58,7211546.71
2018-11-14 11-PM,BTCUSD,5512.55,5618.27,5500.28,5595.91,1016.5,5658085.67
2018-11-14 10-PM,BTCUSD,5558.06,5560,5497.5,5512.55,1131.55,6248126.58
2018-11-14 09-PM,BTCUSD,5418.83,5618.27,5375.18,5558.06,1547.3,8534627.17
2018-11-14 08-PM,BTCUSD,5537.65,5537.65,5324,5418.83,1530.98,8274240.4
2018-11-14 07-PM,BTCUSD,5559.1,5614.36,5398.01,5537.65,3105.85,17082918.64
2018-11-14 06-PM,BTCUSD,5679.41,5727,5545.01,5559.1,1358.69,7669229.29
2018-11-14 05-PM,BTCUSD,5666.55,5729.58,5533.09,5679.41,3279.93,18432179.63
2018-11-14 04-PM,BTCUSD,6057.97,6091.81,5534.32,5666.55,6903.7,39676868.06
2018-11-14 03-PM,BTCUSD,6163.61,6171.17,6013.22,6057.97,1583.97,9663469.65
2018-11-14 02-PM,BTCUSD,6201.54,6206.2,6136.03,6163.61,587.91,3624941.71
2018-11-14 01-PM,BTCUSD,6200.63,6212.43,6185.38,6201.54,189.8,1176643.81
2018-11-14 12-PM,BTCUSD,6206.12,6223.9,6198.45,6200.63,262.99,1633431.87
2018-11-14 11-AM,BTCUSD,6187.45,6212.2,6166.98,6206.12,307.83,1905241.0
2018-11-14 10-AM,BTCUSD,6240.44,6247.9,6146.68,6187.45,1173.03,7258053.67
2018-11-14 09-AM,BTCUSD,6272.21,6274.47,6223,6240.44,324.71,2028616.74
2018-11-14 08-AM,BTCUSD,6275.37,6292.77,6267.76,6272.21,47.8,300248.51
2018-11-14 07-AM,BTCUSD,6283.72,6291.64,6274.27,6275.37,46.96,295066.09
2018-11-14 06-AM,BTCUSD,6289.27,6297.24,6283.72,6283.72,43.95,276405.8
2018-11-14 05-AM,BTCUSD,6268.2,6298.47,6267.11,6289.27,100.86,633584.42
2018-11-14 04-AM,BTCUSD,6263.6,6273.54,6261.14,6268.2,48.89,306413.94
2018-11-14 03-AM,BTCUSD,6266.23,6273.87,6260.73,6263.6,66.9,419244.12
2018-11-14 02-AM,BTCUSD,6274.16,6283.03,6263.67,6266.23,114.85,720554.27
2018-11-14 01-AM,BTCUSD,6258.68,6275,6250.98,6274.16,103.58,649014.43
2018-11-14 12-AM,BTCUSD,6260.91,6264.44,6229.07,6258.68,243.4,1520438.73
2018-11-13 11-PM,BTCUSD,6275.84,6278.3,6251,6260.91,107.07,670652.51
2018-11-13 10-PM,BTCUSD,6277.26,6290.41,6270,6275.84,41.93,263287.7
2018-11-13 09-PM,BTCUSD,6295.1,6295.1,6270,6277.26,55.98,351585.54
2018-11-13 08-PM,BTCUSD,6272.25,6295.67,6271.91,6295.1,87.77,551362.66
2018-11-13 07-PM,BTCUSD,6261.87,6281.06,6256.56,6272.25,244.19,1530971.2
2018-11-13 06-PM,BTCUSD,6297.3,6304.3,6257.49,6261.87,194.28,1221687.98
2018-11-13 05-PM,BTCUSD,6305.89,6313.05,6289.96,6297.3,197.12,1241725.41
2018-11-13 04-PM,BTCUSD,6285.25,6310,6273.8,6305.89,186.99,1176142.99
2018-11-13 03-PM,BTCUSD,6278.81,6297.3,6272.32,6285.25,129.25,812628.17
2018-11-13 02-PM,BTCUSD,6294.99,6295,6276.29,6278.81,126.33,793754.55
2018-11-13 01-PM,BTCUSD,6290.63,6309.85,6287.38,6294.99,117.22,738456.08
2018-11-13 12-PM,BTCUSD,6282.48,6299.84,6282.48,6290.63,154.31,971239.48
2018-11-13 11-AM,BTCUSD,6283.26,6299.18,6257,6282.48,310.22,1948273.55
2018-11-13 10-AM,BTCUSD,6281,6284.84,6281,6283.26,86.76,545082.82
2018-11-13 09-AM,BTCUSD,6275.48,6289.79,6271.2,6281,153.16,962279.32
2018-11-13 08-AM,BTCUSD,6301.97,6308.66,6264.58,6275.48,220.02,1383216.36
2018-11-13 07-AM,BTCUSD,6295.67,6303.27,6280.98,6301.97,160.08,1007149.51
2018-11-13 06-AM,BTCUSD,6302.45,6310.43,6295.64,6295.67,73.41,462779.53
2018-11-13 05-AM,BTCUSD,6295.01,6302.45,6288.04,6302.45,64.38,405225.4
2018-11-13 04-AM,BTCUSD,6297.71,6311.3,6295,6295.01,69.38,437118.54
2018-11-13 03-AM,BTCUSD,6291,6313.83,6287.79,6297.71,99.22,625244.53
2018-11-13 02-AM,BTCUSD,6288.35,6297.84,6244.35,6291,334.53,2099146.43
2018-11-13 01-AM,BTCUSD,6314.51,6316.77,6275.21,6288.35,287.73,1812189.27
2018-11-13 12-AM,BTCUSD,6318,6328.36,6307,6314.51,129.23,816393.06
2018-11-12 11-PM,BTCUSD,6313.04,6328.2,6303.61,6318,107.54,679369.54
2018-11-12 10-PM,BTCUSD,6302.08,6317.62,6298.5,6313.04,139.74,881356.11
2018-11-12 09-PM,BTCUSD,6328.91,6333.78,6302.08,6302.08,92.08,581724.42
2018-11-12 08-PM,BTCUSD,6332.15,6335.03,6326,6328.91,179.8,1138024.03
2018-11-12 07-PM,BTCUSD,6318.96,6335.03,6312.05,6332.15,322.7,2038804.26
2018-11-12 06-PM,BTCUSD,6331.92,6339.84,6315,6318.96,162.73,1029271.03
2018-11-12 05-PM,BTCUSD,6339.89,6342.26,6331.16,6331.92,207.36,1313990.77
2018-11-12 04-PM,BTCUSD,6353.28,6356.4,6330.97,6339.89,254.91,1616233.99
2018-11-12 03-PM,BTCUSD,6367.25,6371.33,6350,6353.28,187.69,1193618.05
2018-11-12 02-PM,BTCUSD,6363.75,6374.15,6360,6367.25,138.86,884482.7
2018-11-12 01-PM,BTCUSD,6363.54,6373.5,6360.01,6363.75,87.35,556245.75
2018-11-12 12-PM,BTCUSD,6354.32,6370,6351,6363.54,122.28,778054.79
2018-11-12 11-AM,BTCUSD,6358.04,6362,6350,6354.32,122.72,779996.75
2018-11-12 10-AM,BTCUSD,6361.59,6363.38,6331,6358.04,234.36,1488333.08
2018-11-12 09-AM,BTCUSD,6361.93,6366.09,6344.43,6361.59,136.63,868521.27
2018-11-12 08-AM,BTCUSD,6347.02,6361.95,6333.63,6361.93,119.74,759922.49
2018-11-12 07-AM,BTCUSD,6356.28,6361.98,6347,6347.02,114.41,726946.61
2018-11-12 06-AM,BTCUSD,6371.55,6373.93,6345.57,6356.28,165.36,1052334.8
2018-11-12 05-AM,BTCUSD,6369.42,6371.83,6365.82,6371.55,186.71,1189181.14
2018-11-12 04-AM,BTCUSD,6355.15,6371.18,6355.15,6369.42,177.4,1129354.32
2018-11-12 03-AM,BTCUSD,6374.51,6374.66,6355.1,6355.15,50.27,320033.32
2018-11-12 02-AM,BTCUSD,6367,6374.51,6360.79,6374.51,47.41,301946.08
2018-11-12 01-AM,BTCUSD,6370.64,6381.2,6360.17,6367,41.2,262538.69
2018-11-12 12-AM,BTCUSD,6357.54,6388.21,6352.57,6370.64,126.78,808282.06
2018-11-11 11-PM,BTCUSD,6311.71,6360,6310,6357.54,129.19,818545.99
2018-11-11 10-PM,BTCUSD,6311.4,6322.9,6310,6311.71,17.71,111846.78
2018-11-11 09-PM,BTCUSD,6333.14,6333.63,6311.4,6311.4,14.2,89763.17
2018-11-11 08-PM,BTCUSD,6324.12,6333.63,6320.95,6333.14,25.18,159346.16
2018-11-11 07-PM,BTCUSD,6318.47,6332.4,6315.71,6324.12,60.52,382862.43
2018-11-11 06-PM,BTCUSD,6316.29,6320,6309.25,6318.47,25.06,158284.62
2018-11-11 05-PM,BTCUSD,6307.53,6317.84,6303.89,6316.29,59.08,372904.98
2018-11-11 04-PM,BTCUSD,6311.99,6317.84,6290.3,6307.53,74.71,471378.85
2018-11-11 03-PM,BTCUSD,6338.39,6338.39,6269.46,6311.99,843.79,5314227.07
2018-11-11 02-PM,BTCUSD,6336.39,6342.38,6333.14,6338.39,29.74,188463.08
2018-11-11 01-PM,BTCUSD,6345.21,6349.22,6325,6336.39,48.78,308956.66
2018-11-11 12-PM,BTCUSD,6336,6349.12,6333.97,6345.21,44.54,282228.57
2018-11-11 11-AM,BTCUSD,6341.57,6353.34,6332.51,6336,69.03,437674.9
2018-11-11 10-AM,BTCUSD,6352.77,6355,6333.99,6341.57,31.73,201238.75
2018-11-11 09-AM,BTCUSD,6361,6363.5,6344.85,6352.77,8.5,54042.89
2018-11-11 08-AM,BTCUSD,6360,6365,6351.01,6361,34.9,221964.55
2018-11-11 07-AM,BTCUSD,6362.36,6363.09,6352.94,6360,14.4,91605.96
2018-11-11 06-AM,BTCUSD,6348.34,6362.77,6348.23,6362.36,25.61,162874.19
2018-11-11 05-AM,BTCUSD,6350.2,6357.18,6344.29,6348.34,26.78,170018.24
2018-11-11 04-AM,BTCUSD,6343.4,6350.2,6340.06,6350.2,39.84,252929.44
2018-11-11 03-AM,BTCUSD,6356.54,6359.82,6335.6,6343.4,56.87,360846.01
2018-11-11 02-AM,BTCUSD,6357.38,6361.89,6350.6,6356.54,6.64,42221.53
2018-11-11 01-AM,BTCUSD,6361.63,6361.7,6345.3,6357.38,23.52,149502.33
2018-11-11 12-AM,BTCUSD,6349.32,6361.63,6346.33,6361.63,7.94,50489.38
2018-11-10 11-PM,BTCUSD,6362.22,6365,6343.9,6349.32,27.26,173252.9
2018-11-10 10-PM,BTCUSD,6363.71,6365,6358.8,6362.22,20.39,129762.85
2018-11-10 09-PM,BTCUSD,6363.4,6369.3,6359.13,6363.71,35.19,223955.84
2018-11-10 08-PM,BTCUSD,6359.32,6363.4,6356.35,6363.4,28.22,179469.27
2018-11-10 07-PM,BTCUSD,6352.18,6360,6352.18,6359.32,32.11,204138.24
2018-11-10 06-PM,BTCUSD,6370,6370,6346.7,6352.18,101.64,645816.02
2018-11-10 05-PM,BTCUSD,6369.01,6377.26,6358.24,6370,53.2,338666.14
2018-11-10 04-PM,BTCUSD,6360.8,6374.42,6359.22,6369.01,55.54,353544.05
2018-11-10 03-PM,BTCUSD,6360.27,6362.81,6356.63,6360.8,24.72,157199.74
2018-11-10 02-PM,BTCUSD,6358.75,6369.78,6351.62,6360.27,52.65,334863.41
2018-11-10 01-PM,BTCUSD,6371.97,6376.56,6351.73,6358.75,107.64,685236.65
2018-11-10 12-PM,BTCUSD,6359.17,6371.97,6351.63,6371.97,67.9,432203.79
2018-11-10 11-AM,BTCUSD,6340.37,6361.76,6338.29,6359.17,90.19,572581.84
2018-11-10 10-AM,BTCUSD,6356.24,6356.24,6333.63,6340.37,92.88,588811.98
2018-11-10 09-AM,BTCUSD,6350.03,6359.68,6341,6356.24,53.07,337025.13
2018-11-10 08-AM,BTCUSD,6360.62,6364.21,6350.03,6350.03,45.85,291630.68
2018-11-10 07-AM,BTCUSD,6347.68,6367.15,6344.85,6360.62,67.62,429734.07
2018-11-10 06-AM,BTCUSD,6360,6365.34,6345.08,6347.68,97.57,620183.42
2018-11-10 05-AM,BTCUSD,6357.36,6361,6344.25,6360,89.47,568463.87
2018-11-10 04-AM,BTCUSD,6340.9,6364.83,6331.43,6357.36,135.26,858535.1
2018-11-10 03-AM,BTCUSD,6341.89,6341.89,6330,6340.9,41.28,261547.31
2018-11-10 02-AM,BTCUSD,6344.72,6347.45,6330.1,6341.89,39.77,252290.72
2018-11-10 01-AM,BTCUSD,6329.79,6345.88,6327.92,6344.72,53.97,342156.27
2018-11-10 12-AM,BTCUSD,6325,6339.31,6323,6329.79,110.0,696090.07
2018-11-09 11-PM,BTCUSD,6325.42,6336.6,6320.13,6325,88.2,558073.94
2018-11-09 10-PM,BTCUSD,6327.35,6328.72,6313.98,6325.42,54.76,346270.52
2018-11-09 09-PM,BTCUSD,6339.42,6339.42,6307,6327.35,133.03,840203.95
2018-11-09 08-PM,BTCUSD,6340.01,6345,6331.26,6339.42,65.63,415958.5
2018-11-09 07-PM,BTCUSD,6330.58,6347.45,6328.45,6340.01,95.29,603878.25
2018-11-09 06-PM,BTCUSD,6345.62,6345.62,6327.47,6330.58,107.27,679534.34
2018-11-09 05-PM,BTCUSD,6347.26,6347.45,6343.05,6345.62,100.29,636401.38
2018-11-09 04-PM,BTCUSD,6344.58,6348.36,6340.88,6347.26,80.01,507781.79
2018-11-09 03-PM,BTCUSD,6341.12,6346.81,6325.63,6344.58,87.27,553007.18
2018-11-09 02-PM,BTCUSD,6354.27,6363.37,6309,6341.12,305.3,1932731.01
2018-11-09 01-PM,BTCUSD,6354.62,6365.24,6327,6354.27,162.29,1030223.29
2018-11-09 12-PM,BTCUSD,6349.9,6362.5,6349.9,6354.62,74.88,475928.99
2018-11-09 11-AM,BTCUSD,6351.18,6358.99,6346.58,6349.9,227.66,1446389.48
2018-11-09 10-AM,BTCUSD,6358.22,6358.22,6340,6351.18,88.74,563744.56
2018-11-09 09-AM,BTCUSD,6397.59,6400.06,6331,6358.22,632.33,4024936.04
2018-11-09 08-AM,BTCUSD,6405.88,6418.13,6397.59,6397.59,188.89,1210562.15
2018-11-09 07-AM,BTCUSD,6404.22,6415.29,6398.83,6405.88,220.99,1415791.74
2018-11-09 06-AM,BTCUSD,6402.64,6409.33,6397.02,6404.22,72.27,462768.33
2018-11-09 05-AM,BTCUSD,6398.8,6402.64,6396.05,6402.64,38.1,243750.4
2018-11-09 04-AM,BTCUSD,6402.28,6409.56,6395.29,6398.8,92.34,591182.14
2018-11-09 03-AM,BTCUSD,6386.98,6404.95,6386.98,6402.28,99.73,637724.45
2018-11-09 02-AM,BTCUSD,6406.22,6410,6386.98,6386.98,77.72,497384.5
2018-11-09 01-AM,BTCUSD,6411.8,6415.28,6398.49,6406.22,60.95,390359.36
2018-11-09 12-AM,BTCUSD,6405.49,6418.18,6398.79,6411.8,64.22,411664.19
2018-11-08 11-PM,BTCUSD,6408.58,6409.17,6390,6405.49,111.64,714241.58
2018-11-08 10-PM,BTCUSD,6420,6429.65,6405,6408.58,86.38,554474.1
2018-11-08 09-PM,BTCUSD,6421.27,6431.73,6410.34,6420,106.29,682447.28
2018-11-08 08-PM,BTCUSD,6415.9,6432,6411.96,6421.27,101.28,650669.95
2018-11-08 07-PM,BTCUSD,6413.88,6417.15,6404.89,6415.9,92.05,590180.79
2018-11-08 06-PM,BTCUSD,6427.16,6429.23,6410.12,6413.88,87.32,560511.38
2018-11-08 05-PM,BTCUSD,6427.85,6427.85,6400.22,6427.16,195.91,1256678.84
2018-11-08 04-PM,BTCUSD,6459.4,6459.4,6388.88,6427.85,665.62,4269975.22
2018-11-08 03-PM,BTCUSD,6482.53,6484.06,6456.06,6459.4,141.62,916032.71
2018-11-08 02-PM,BTCUSD,6479.99,6493.06,6467.93,6482.53,275.78,1789005.88
2018-11-08 01-PM,BTCUSD,6473.31,6482.77,6463.91,6479.99,154.84,1002542.23
2018-11-08 12-PM,BTCUSD,6456.41,6473.78,6452,6473.31,182.21,1177881.41
2018-11-08 11-AM,BTCUSD,6460.99,6470,6455.08,6456.41,204.38,1321113.75
2018-11-08 10-AM,BTCUSD,6455.67,6462.1,6450.09,6460.99,124.93,806529.92
2018-11-08 09-AM,BTCUSD,6447.59,6459.51,6441.32,6455.67,143.24,923851.47
2018-11-08 08-AM,BTCUSD,6452.9,6464.1,6445.43,6447.59,53.13,342939.0
2018-11-08 07-AM,BTCUSD,6455,6457.86,6447.17,6452.9,55.14,355747.62
2018-11-08 06-AM,BTCUSD,6447.5,6456.18,6443.63,6455,67.9,437936.03
2018-11-08 05-AM,BTCUSD,6455.03,6456.65,6441.26,6447.5,102.31,659731.17
2018-11-08 04-AM,BTCUSD,6441.33,6459.83,6440,6455.03,111.83,721114.82
2018-11-08 03-AM,BTCUSD,6454.23,6464.66,6440,6441.33,333.81,2152156.68
2018-11-08 02-AM,BTCUSD,6491.03,6498.76,6445.31,6454.23,464.88,3005458.46
2018-11-08 01-AM,BTCUSD,6499.16,6504.19,6487.42,6491.03,41.1,266995.36
2018-11-08 12-AM,BTCUSD,6501,6511.27,6498.47,6499.16,63.38,412278.99
2018-11-07 11-PM,BTCUSD,6500.01,6501,6497,6501,10.42,67743.45
2018-11-07 10-PM,BTCUSD,6503.43,6503.53,6494.14,6500.01,59.38,385962.64
2018-11-07 09-PM,BTCUSD,6503.81,6505.06,6492.42,6503.43,111.1,721845.46
2018-11-07 08-PM,BTCUSD,6502.2,6511.88,6497.21,6503.81,79.87,519515.08
2018-11-07 07-PM,BTCUSD,6512.43,6514.33,6499.75,6502.2,274.61,1785784.67
2018-11-07 06-PM,BTCUSD,6507.86,6515.79,6505.6,6512.43,141.24,919708.61
2018-11-07 05-PM,BTCUSD,6507.03,6513,6506.74,6507.86,165.24,1075809.12
2018-11-07 04-PM,BTCUSD,6496,6508.33,6496,6507.03,194.73,1266563.43
2018-11-07 03-PM,BTCUSD,6500.87,6501.67,6485.86,6496,154.4,1002905.71
2018-11-07 02-PM,BTCUSD,6514.24,6534,6487.58,6500.87,467.22,3043968.34
2018-11-07 01-PM,BTCUSD,6503.35,6515.47,6500,6514.24,170.52,1109718.91
2018-11-07 12-PM,BTCUSD,6505.53,6508,6499.74,6503.35,66.47,432296.44
2018-11-07 11-AM,BTCUSD,6505.06,6516.22,6488.98,6505.53,290.05,1885094.47
2018-11-07 10-AM,BTCUSD,6512.57,6514.55,6500,6505.06,181.46,1180591.27
2018-11-07 09-AM,BTCUSD,6519.71,6526.65,6511.01,6512.57,126.68,825495.85
2018-11-07 08-AM,BTCUSD,6506.25,6535.6,6505.16,6519.71,378.17,2467181.99
2018-11-07 07-AM,BTCUSD,6508.2,6516.98,6501.63,6506.25,94.53,615362.22
2018-11-07 06-AM,BTCUSD,6507.58,6513.81,6502,6508.2,46.39,301943.77
2018-11-07 05-AM,BTCUSD,6498.66,6513.01,6495,6507.58,99.56,647877.43
2018-11-07 04-AM,BTCUSD,6509.05,6513.67,6493.77,6498.66,69.69,453271.91
2018-11-07 03-AM,BTCUSD,6518.69,6522.49,6504.91,6509.05,145.53,948332.31
2018-11-07 02-AM,BTCUSD,6530.34,6541.28,6517.63,6518.69,301.9,1970994.46
2018-11-07 01-AM,BTCUSD,6497.54,6532.95,6497.54,6530.34,121.87,793239.02
2018-11-07 12-AM,BTCUSD,6447.5,6544,6442.47,6497.54,1049.79,6826770.49
2018-11-06 11-PM,BTCUSD,6441.9,6460,6432.45,6447.5,304.95,1966475.66
2018-11-06 10-PM,BTCUSD,6419.69,6460.01,6419.68,6441.9,351.44,2264731.3
2018-11-06 09-PM,BTCUSD,6420.64,6422.03,6415,6419.69,134.7,864644.57
2018-11-06 08-PM,BTCUSD,6413.43,6420.65,6413.42,6420.64,160.91,1032536.26
2018-11-06 07-PM,BTCUSD,6423.41,6423.41,6413.38,6413.43,121.55,780221.78
2018-11-06 06-PM,BTCUSD,6425.71,6428.42,6416.09,6423.41,157.89,1014297.56
2018-11-06 05-PM,BTCUSD,6419.35,6429.34,6418.63,6425.71,112.76,724424.68
2018-11-06 04-PM,BTCUSD,6427.73,6429.33,6415.56,6419.35,128.2,823248.44
2018-11-06 03-PM,BTCUSD,6413.58,6442.22,6413.58,6427.73,426.2,2740484.49
2018-11-06 02-PM,BTCUSD,6411.47,6425.53,6405.96,6413.58,237.82,1525571.49
2018-11-06 01-PM,BTCUSD,6401.29,6421.83,6401.19,6411.47,163.45,1048048.96
2018-11-06 12-PM,BTCUSD,6397.57,6422.25,6391.66,6401.29,342.74,2195464.87
2018-11-06 11-AM,BTCUSD,6418.31,6418.33,6390.81,6397.57,246.29,1577415.19
2018-11-06 10-AM,BTCUSD,6441,6457.89,6413.2,6418.31,300.39,1932152.99
2018-11-06 09-AM,BTCUSD,6410.82,6441,6409.22,6441,344.85,2214907.28
2018-11-06 08-AM,BTCUSD,6398.59,6424.92,6395.17,6410.82,269.37,1727058.78
2018-11-06 07-AM,BTCUSD,6404.1,6404.61,6395.94,6398.59,68.34,437435.38
2018-11-06 06-AM,BTCUSD,6398.39,6405.17,6390.58,6404.1,61.1,390957.01
2018-11-06 05-AM,BTCUSD,6394.79,6406.36,6393.38,6398.39,56.06,358762.61
2018-11-06 04-AM,BTCUSD,6389.15,6396.15,6384.01,6394.79,68.82,439954.4
2018-11-06 03-AM,BTCUSD,6399.66,6399.96,6378.24,6389.15,100.61,642605.1
2018-11-06 02-AM,BTCUSD,6403.93,6406.88,6397.27,6399.66,36.5,233630.86
2018-11-06 01-AM,BTCUSD,6406.14,6408.12,6400,6403.93,41.08,263127.05
2018-11-06 12-AM,BTCUSD,6403.2,6407.72,6400.33,6406.14,34.32,219781.18
2018-11-05 11-PM,BTCUSD,6400.32,6411.17,6390.33,6403.2,91.01,582497.67
2018-11-05 10-PM,BTCUSD,6401.91,6406.18,6381.19,6400.32,64.67,413423.68
2018-11-05 09-PM,BTCUSD,6398.38,6402.02,6398.38,6401.91,88.51,566506.26
2018-11-05 08-PM,BTCUSD,6380.54,6400.91,6379.08,6398.38,113.87,728035.2
2018-11-05 07-PM,BTCUSD,6372.3,6387.66,6372.23,6380.54,94.11,600272.56
2018-11-05 06-PM,BTCUSD,6388.07,6392.49,6369.89,6372.3,111.48,711270.71
2018-11-05 05-PM,BTCUSD,6404.19,6404.58,6381.94,6388.07,142.62,911915.04
2018-11-05 04-PM,BTCUSD,6411.74,6414.67,6399.8,6404.19,97.87,627096.51
2018-11-05 03-PM,BTCUSD,6408.13,6419.54,6402.11,6411.74,240.01,1538357.07
2018-11-05 02-PM,BTCUSD,6409.24,6420.5,6408.09,6408.13,64.99,416870.61
2018-11-05 01-PM,BTCUSD,6398.06,6429.23,6396,6409.24,178.42,1144242.05
2018-11-05 12-PM,BTCUSD,6402.51,6410,6396.06,6398.06,167.55,1072996.91
2018-11-05 11-AM,BTCUSD,6398,6407.13,6395.36,6402.51,113.52,726660.78
2018-11-05 10-AM,BTCUSD,6396.76,6406.54,6395.37,6398,103.25,660563.82
2018-11-05 09-AM,BTCUSD,6389.27,6401.76,6387.58,6396.76,62.98,402887.97
2018-11-05 08-AM,BTCUSD,6411.96,6411.96,6386.21,6389.27,157.03,1004872.41
2018-11-05 07-AM,BTCUSD,6411.92,6412.34,6410.93,6411.96,15.14,97059.84
2018-11-05 06-AM,BTCUSD,6406.1,6415,6406.09,6411.92,69.22,443917.58
2018-11-05 05-AM,BTCUSD,6405.38,6410.54,6397.3,6406.1,79.57,509727.28
2018-11-05 04-AM,BTCUSD,6406.1,6412.17,6398.68,6405.38,47.6,304893.66
2018-11-05 03-AM,BTCUSD,6419.93,6421.95,6406.1,6406.1,25.48,163580.88
2018-11-05 02-AM,BTCUSD,6419.39,6420.65,6410.17,6419.93,30.42,195230.59
2018-11-05 01-AM,BTCUSD,6438.85,6441.43,6409.42,6419.39,104.96,674242.5
2018-11-05 12-AM,BTCUSD,6421.76,6438.85,6411.97,6438.85,71.21,457587.57
2018-11-04 11-PM,BTCUSD,6408.28,6430.72,6404,6421.76,147.64,948304.23
2018-11-04 10-PM,BTCUSD,6413.2,6418.31,6402.27,6408.28,50.82,325663.93
2018-11-04 09-PM,BTCUSD,6412.12,6425.16,6412.12,6413.2,64.26,412494.85
2018-11-04 08-PM,BTCUSD,6424.29,6432.06,6407.42,6412.12,59.21,380238.0
2018-11-04 07-PM,BTCUSD,6440,6446.94,6410.25,6424.29,182.81,1175403.14
2018-11-04 06-PM,BTCUSD,6413.53,6475,6412.17,6440,659.04,4247038.59
2018-11-04 05-PM,BTCUSD,6400.26,6422,6391.24,6413.53,120.62,772887.88
2018-11-04 04-PM,BTCUSD,6434.84,6438.97,6397.3,6400.26,302.72,1943356.95
2018-11-04 03-PM,BTCUSD,6346.56,6450,6343.1,6434.84,418.87,2680351.75
2018-11-04 02-PM,BTCUSD,6349.34,6354.66,6340.92,6346.56,45.82,290871.03
2018-11-04 01-PM,BTCUSD,6342.6,6356.8,6340.88,6349.34,51.69,328109.23
2018-11-04 12-PM,BTCUSD,6341.1,6345.06,6336.95,6342.6,18.94,120163.65
2018-11-04 11-AM,BTCUSD,6340.55,6349.98,6329.05,6341.1,45.92,291203.73
2018-11-04 10-AM,BTCUSD,6331.33,6340.55,6330.41,6340.55,39.71,251602.52
2018-11-04 09-AM,BTCUSD,6342.11,6343.25,6326.33,6331.33,53.94,341658.51
2018-11-04 08-AM,BTCUSD,6330.85,6343.28,6330.85,6342.11,37.81,239583.19
2018-11-04 07-AM,BTCUSD,6336.11,6339.92,6330.85,6330.85,32.66,206957.65
2018-11-04 06-AM,BTCUSD,6331.55,6350,6324.4,6336.11,120.11,761439.43
2018-11-04 05-AM,BTCUSD,6329.6,6331.56,6326.75,6331.55,19.6,124036.86
2018-11-04 04-AM,BTCUSD,6330.44,6332,6326.17,6329.6,27.71,175395.37
2018-11-04 03-AM,BTCUSD,6325.13,6331.97,6325.01,6330.44,50.56,319949.39
2018-11-04 02-AM,BTCUSD,6328.83,6330.5,6322.55,6325.13,35.44,224207.67
2018-11-04 01-AM,BTCUSD,6322.17,6334.3,6322.17,6328.83,1.47,9323.62
2018-11-04 12-AM,BTCUSD,6335,6335,6310.57,6322.17,86.43,546340.31
2018-11-03 11-PM,BTCUSD,6327.45,6335,6325.19,6335,24.83,157202.57
2018-11-03 10-PM,BTCUSD,6332.02,6335,6325.01,6327.45,6.65,42094.13
2018-11-03 09-PM,BTCUSD,6340.53,6340.61,6329,6332.02,187.84,1190028.42
2018-11-03 08-PM,BTCUSD,6332.58,6345,6332.06,6340.53,58.2,368826.29
2018-11-03 07-PM,BTCUSD,6329.95,6334.1,6326.47,6332.58,19.0,120268.27
2018-11-03 06-PM,BTCUSD,6327,6330,6324.35,6329.95,20.16,127597.61
2018-11-03 05-PM,BTCUSD,6328.02,6330.26,6324.86,6327,19.9,125909.07
2018-11-03 04-PM,BTCUSD,6329.04,6329.83,6324.02,6328.02,12.84,81242.73
2018-11-03 03-PM,BTCUSD,6330,6330.24,6327.01,6329.04,26.77,169429.09
2018-11-03 02-PM,BTCUSD,6324,6339.89,6320.61,6330,20.62,130459.65
2018-11-03 01-PM,BTCUSD,6329.33,6330,6314.11,6324,70.78,447454.47
2018-11-03 12-PM,BTCUSD,6325.12,6334.95,6324.97,6329.33,27.6,174676.59
2018-11-03 11-AM,BTCUSD,6330.73,6334.07,6317.51,6325.12,30.32,191876.6
